1,3.517584,2.387649,0.5892857142857143,0.09523809523809523,0.17261904761904762,4.1776996,2.6352878,0.5,0.075,0.1625,1.0
2,3.0038893,2.4201102,0.5892857142857143,0.2857142857142857,0.35714285714285715,2.7794795,2.5388424,0.56875,0.2875,0.375,1.0
3,3.0088637,2.3046238,0.625,0.30952380952380953,0.39880952380952384,2.8589337,2.5739455,0.6,0.31875,0.40625,1.0
4,3.111162,2.3033285,0.6309523809523809,0.32142857142857145,0.39285714285714285,2.7200983,2.6121063,0.575,0.3375,0.4,1.0
5,3.0861216,2.4809127,0.6309523809523809,0.3392857142857143,0.4166666666666667,2.7541294,2.7841065,0.5875,0.3375,0.425,1.0
6,3.4569008,2.546612,0.6428571428571429,0.3392857142857143,0.40476190476190477,2.4835935,2.5407767,0.625,0.3625,0.44375,1.0
7,2.9048874,2.4996424,0.6666666666666666,0.35119047619047616,0.4226190476190476,2.3920984,2.6859202,0.6625,0.39375,0.44375,1.0
8,3.1086428,2.3830059,0.6964285714285714,0.38095238095238093,0.4523809523809524,2.987729,2.8597481,0.65,0.39375,0.44375,1.0
9,3.531281,2.8351204,0.6666666666666666,0.38095238095238093,0.44047619047619047,2.7548761,3.0908837,0.6375,0.3875,0.45,1.0
10,3.3713906,2.8750594,0.7083333333333334,0.40476190476190477,0.47023809523809523,2.9876728,3.3097816,0.6125,0.3625,0.425,1.0
11,3.8297284,3.132083,0.7083333333333334,0.4107142857142857,0.4642857142857143,3.1614635,3.483127,0.64375,0.38125,0.4375,1.0
12,3.9594724,3.0066876,0.7142857142857143,0.4166666666666667,0.4642857142857143,3.0521991,3.3466423,0.66875,0.39375,0.4625,1.0
13,3.6029003,3.1735563,0.7083333333333334,0.39285714285714285,0.4583333333333333,3.5201752,3.492675,0.61875,0.3625,0.425,1.0
14,3.40355,2.9317327,0.7083333333333334,0.39285714285714285,0.4642857142857143,3.1676009,3.4837317,0.6625,0.39375,0.45,1.0
15,3.6413865,2.832284,0.7083333333333334,0.3869047619047619,0.4642857142857143,3.2088206,3.245168,0.66875,0.4,0.45,1.0
16,3.5717657,2.8779492,0.7142857142857143,0.3869047619047619,0.4642857142857143,3.89382,3.65583,0.65625,0.38125,0.43125,1.0
17,3.6345408,2.9815745,0.7023809523809523,0.38095238095238093,0.44642857142857145,3.4455984,3.830653,0.625,0.35625,0.4,1.0
18,3.58439,2.9037342,0.7142857142857143,0.39880952380952384,0.47023809523809523,3.4576762,3.5959046,0.6625,0.39375,0.4375,1.0
19,3.762137,2.8411536,0.7142857142857143,0.39880952380952384,0.4642857142857143,3.6160164,3.8001971,0.6375,0.375,0.425,1.0
20,3.7175395,3.025068,0.7261904761904762,0.40476190476190477,0.47619047619047616,3.637415,4.0606966,0.66875,0.4,0.44375,1.0
21,3.7567961,3.1764019,0.7261904761904762,0.40476190476190477,0.47023809523809523,3.7682855,4.1975217,0.65625,0.3875,0.43125,1.0
22,4.0807347,3.0062249,0.7202380952380952,0.39880952380952384,0.4642857142857143,3.9275355,3.9866722,0.63125,0.375,0.43125,1.0
23,3.8981452,2.9682264,0.7202380952380952,0.39880952380952384,0.4583333333333333,3.8615956,4.0203996,0.64375,0.3875,0.43125,1.0
24,3.722739,3.022697,0.7202380952380952,0.40476190476190477,0.4583333333333333,3.5881798,4.024947,0.66875,0.4,0.4375,1.0
25,3.9232976,3.142742,0.7202380952380952,0.40476190476190477,0.4583333333333333,3.8949149,4.288089,0.6625,0.39375,0.43125,1.0
26,4.0377717,3.0774646,0.7142857142857143,0.39285714285714285,0.4523809523809524,3.3045733,3.522302,0.65625,0.4,0.4375,1.0
27,3.9720595,3.0629222,0.7142857142857143,0.39285714285714285,0.44047619047619047,3.2469022,3.5091076,0.6625,0.4,0.4375,1.0
28,3.998354,3.2926323,0.7142857142857143,0.39285714285714285,0.43452380952380953,3.948944,4.3357954,0.66875,0.39375,0.4375,1.0
29,4.1378484,3.2197037,0.7142857142857143,0.3869047619047619,0.43452380952380953,4.0158806,4.173669,0.6375,0.375,0.4125,1.0
